,TeamA,TeamB,Stadium,Round,TeamA_Position,TeamB_Position,Attendance,TeamA_win_sum,TeamA_loss_sum,sum_goals_A,TeamA_draw_sum,TeamB_win_sum,TeamB_loss_sum,sum_goals_B,TeamB_draw_sum,Match_hour,Match_minute,Match_month,Match_day,Match_year,Match_day_name,Match_date_hijri_day,Match_date_hijri_month,feelslike,feelslikemax,feelslikemin,temp max:,temp min:,humidity:,precip:,preciptype:,visibility:,solarradiation:,solarenergy:,uvindex:,windspeed:,conditions:,description:
110,Hajer Club,Al-Fateh,Prince Abdullah bin Jalawi Stadium,16,14,7,2225,0,7,6,0,3,2,12,2,4,10,2,12,2016,Friday,3,5,13.5,19.7,6.2,19.7,8.9,46.2,0,,8.8,242,20.9,9,35.3,Clear,Clear conditions throughout the day.
119,Al-Shabab Club (Riyadh),Al-Fateh,King Fahd International Stadium,18,5,8,810,4,3,11,2,3,3,12,2,4,30,2,25,2016,Thursday,16,5,18.1,24,12,24,12,36.4,0,,9.7,176,15.2,6,18.4,Partially cloudy,Clearing in the afternoon.
130,Al-Ittihad Club (Jeddah),Al-Fateh,King Abdullah Sports City,19,3,9,14184,6,2,24,1,3,4,12,2,6,45,3,5,2016,Saturday,25,5,27.6,31.7,25,29.8,25,67.6,0,,9.6,225.2,19.3,9,23.8,Clear,Clear conditions throughout the day.
141,Al-Wehda FC,Al-Fateh,King Abdul Aziz Stadium,21,10,6,802,3,4,8,3,3,4,12,3,8,0,4,1,2016,Friday,23,6,29.7,36.4,25.7,33.8,25.7,60.4,5.3,['rain'],9.8,274.6,23.7,9,24.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
160,Al-Taawoun FC,Al-Fateh,King Abdullah Sport City Stadium,23,4,5,6999,8,1,32,2,4,4,15,3,8,10,4,17,2016,Sunday,10,7,24.3,31,16,33,16,37.7,0,,10,343.9,29.7,10,14.8,Clear,Clear conditions throughout the day.
177,Al-Ahli Saudi FC,Al-Fateh,King Abdullah Sports City,26,1,5,60051,8,1,27,3,5,4,17,3,8,0,5,13,2016,Friday,6,8,36,43.7,31.2,38.8,27.8,53.4,0,,10,322.9,28,10,25.7,Clear,Clear conditions throughout the day.
3,Al-Taawoun FC,Al-Ahli Saudi FC,King Abdullah Sport City Stadium,1,8,6,2953,0,0,0,0,0,0,0,0,6,15,8,21,2015,Friday,6,11,35.9,45,27.5,45,29,15.7,0,,10,315.3,27.4,10,25.9,Clear,Clear conditions throughout the day.
7,Al-Khaleej,Al-Ahli Saudi FC,Prince Mohamed bin Fahd Stadium,2,14,4,3127,0,1,0,0,0,0,0,1,5,45,8,27,2015,Thursday,12,11,41.9,47.8,34.8,47.8,30.1,36.6,0,,8.1,297.9,25.8,10,27.3,Clear,Clear conditions throughout the day.
33,Najran SC,Al-Ahli Saudi FC,King Abdul Aziz Stadium,5,14,1,2635,0,2,1,0,1,0,4,1,6,15,10,30,2015,Friday,17,1,32.6,37.5,28.6,35.4,27.1,51.5,0,,10,235.3,20.3,8,15.2,Clear,Clear conditions throughout the day.
41,Al-Shabab Club (Riyadh),Al-Ahli Saudi FC,King Fahd International Stadium,6,4,2,7169,1,0,3,1,2,0,5,1,6,30,11,3,2015,Tuesday,21,1,24.3,28.8,20.1,29.8,20.1,53.9,0,,8.4,231.2,19.8,8,27.7,Partially cloudy,Becoming cloudy in the afternoon.
55,Al-Ittihad Club (Jeddah),Al-Ahli Saudi FC,King Abdullah Sports City,8,3,2,46977,1,1,5,0,2,0,6,2,6,10,11,22,2015,Sunday,10,2,31.9,37.8,25,33.3,25,67.6,0,,10,203.5,17.7,7,17.1,Clear,Clear conditions throughout the day.
74,Al-Hilal Saudi FC,Al-Ahli Saudi FC,King Fahd International Stadium,11,1,2,26653,5,0,15,0,3,0,9,2,6,15,12,10,2015,Thursday,28,2,12.2,18.7,5.1,18.7,5.9,35.7,0,,9.7,197.4,16.9,7,11.2,Clear,Clear conditions throughout the day.
88,Al-Fateh,Al-Ahli Saudi FC,Prince Abdullah bin Jalawi Stadium,13,5,2,4625,2,1,6,3,4,0,11,2,3,30,12,20,2015,Sunday,9,3,18.4,24,13,24,13,55.6,0,,9.2,125.1,10.9,5,9.4,Clear,Clear conditions throughout the day.
106,Al-Wehda FC,Al-Ahli Saudi FC,King Abdul Aziz Stadium,16,10,2,5720,2,3,7,3,5,0,13,2,6,40,2,10,2016,Wednesday,1,5,22.9,27.9,19.7,27,19.7,70,0,,10,221.2,19.2,8,13.2,Partially cloudy,Partly cloudy throughout the day.
113,Al-Nassr Riad,Al-Ahli Saudi FC,King Fahd International Stadium,17,7,2,6763,2,1,6,3,6,0,14,2,6,40,2,15,2016,Monday,6,5,16.4,24,8,24,8,30,0,,10,261.1,22.6,9,11.2,Clear,Clear conditions throughout the day.
134,Al-Qadsiah FC,Al-Ahli Saudi FC,Prince Mohamed bin Fahd Stadium,20,13,1,4017,2,3,9,4,6,0,15,3,4,25,3,11,2016,Friday,2,6,22.3,26.9,15.2,28.1,15.2,44.2,0,,9.8,177,15.4,6,20.1,Clear,Clear conditions throughout the day.
151,Al-Faisaly FC,Al-Ahli Saudi FC,Al Majma'ah Sports City Stadium,22,9,1,915,3,5,14,2,7,0,17,3,5,55,4,9,2016,Saturday,2,7,24.3,30,17.9,32,17.9,34.9,0,,,295.1,25.5,10,16.2,Partially cloudy,Partly cloudy throughout the day.
157,Hajer Club,Al-Ahli Saudi FC,Prince Abdullah bin Jalawi Stadium,23,14,1,3113,1,9,8,0,8,0,19,3,5,45,4,16,2016,Saturday,9,7,24.4,29.6,18.7,31.7,18.7,37.3,0,,9.5,329.3,28.4,10,35.3,Clear,Clear conditions throughout the day.
170,Al-Raed,Al-Ahli Saudi FC,King Abdullah Sport City Stadium,25,12,1,6449,4,5,13,3,9,0,20,3,8,0,5,8,2016,Sunday,1,8,31.7,38.1,26.3,38,26.3,31,0,,9.3,340.7,29.4,10,24.1,Partially cloudy,Partly cloudy throughout the day.
11,Al-Faisaly FC,Al-Taawoun FC,Al Majma'ah Sports City Stadium,2,12,6,232,0,0,0,0,0,0,0,0,8,0,8,28,2015,Friday,13,11,34.6,44.6,27.3,44.6,28.9,13,0,,,301.8,26,10,25.6,Clear,Clear conditions throughout the day.
27,Al-Hilal Saudi FC,Al-Taawoun FC,Prince Faisal bin Fahad Stadium,4,1,5,10230,1,0,2,0,1,0,2,0,6,0,10,25,2015,Sunday,12,1,27.3,32.3,23,34,23,30.6,0,,9.7,224.5,19.4,8,15.4,Clear,Clear conditions throughout the day.
29,Al-Khaleej,Al-Taawoun FC,Prince Mohamed bin Fahd Stadium,5,10,5,268,0,2,0,0,1,1,3,0,3,40,10,29,2015,Thursday,16,1,33.8,37.8,31.4,35.8,28.7,53.9,0,,9.5,198.4,17.2,7,25.5,Clear,Clear conditions throughout the day.
48,Al-Shabab Club (Riyadh),Al-Taawoun FC,Prince Faisal bin Fahad Stadium,7,5,4,574,1,0,4,2,1,1,4,1,6,0,12,25,2015,Friday,14,3,7.7,11,5.5,11,8,87.7,2.5,['rain'],4.8,58,5.1,2,24.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
56,Hajer Club,Al-Taawoun FC,Prince Abdullah bin Jalawi Stadium,9,14,3,706,0,4,4,0,2,1,5,1,3,30,11,25,2015,Wednesday,13,2,18.9,20.1,17,20.1,17,92.6,5.6,['rain'],5.7,97.7,8.4,5,22.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
66,Al-Fateh,Al-Taawoun FC,Prince Abdullah bin Jalawi Stadium,10,5,4,2137,1,1,5,3,3,1,9,1,3,30,12,4,2015,Friday,22,2,21.3,26,15.3,26,15.3,71.7,0,,7.6,164.7,14.1,6,27.7,Clear,Clear conditions throughout the day.
90,Al-Ittihad Club (Jeddah),Al-Taawoun FC,King Abdullah Sports City,13,3,4,12290,3,2,12,0,3,2,9,1,6,15,12,20,2015,Sunday,9,3,23.7,27,21.6,27,21.6,49,0,,10,192.4,16.5,7,20.1,Partially cloudy,Partly cloudy throughout the day.
95,Al-Ahli Saudi FC,Al-Taawoun FC,King Abdullah Sports City,14,2,4,23989,5,0,13,1,3,3,10,1,6,30,1,28,2016,Thursday,18,4,19.5,24.3,15.6,24.3,15.6,46.3,0,,10,228.4,19.8,8,19,Partially cloudy,Partly cloudy throughout the day.
107,Al-Qadsiah FC,Al-Taawoun FC,Prince Saud bin Jalawi Stadium,16,11,4,335,2,2,8,3,3,3,12,2,4,10,2,11,2016,Thursday,2,5,15.4,21.2,8.3,21.2,9.2,63.8,0,,9.6,186.6,16.1,8,34.8,Clear,Clear conditions throughout the day.
128,Najran SC,Al-Taawoun FC,Al-Ukhdood Stadium,19,11,4,293,2,5,11,2,4,3,14,2,6,45,3,4,2016,Friday,24,5,25.4,34.5,17,37,17,25.2,0,,10,307,26.7,10,29.9,Clear,Clear conditions throughout the day.
142,Al-Nassr Riad,Al-Taawoun FC,King Fahd International Stadium,21,8,4,2633,2,1,8,5,4,3,15,3,8,0,4,1,2016,Friday,23,6,17.5,22,14,22,14,36.7,0,,10,164,14.2,6,16.6,Partially cloudy,Partly cloudy throughout the day.
163,Al-Raed,Al-Taawoun FC,King Abdullah Sport City Stadium,24,11,4,7154,4,5,12,2,4,4,17,3,8,10,4,22,2016,Friday,15,7,28.5,35.2,22.7,35,22.7,39.5,0,,10,288.1,24.8,10,14.8,Partially cloudy,Partly cloudy throughout the day.
173,Al-Wehda FC,Al-Taawoun FC,King Abdul Aziz Stadium,25,10,4,310,4,5,12,3,4,4,18,4,8,0,5,8,2016,Sunday,1,8,36.1,44.1,31.2,39.4,28.7,49.3,0,,10,321.4,27.8,10,25.9,Clear,Clear conditions throughout the day.
13,Al-Wehda FC,Najran SC,King Abdul Aziz Stadium,2,11,9,685,0,0,0,0,0,0,0,0,8,0,8,29,2015,Saturday,14,11,42.6,49.8,34.2,40.8,30.9,51,0,,10,249.8,21.5,8,15.9,Partially cloudy,Partly cloudy throughout the day.
17,Al-Nassr Riad,Najran SC,King Fahd International Stadium,3,6,11,8764,0,0,0,1,0,0,1,1,8,0,9,18,2015,Friday,5,12,31.9,38.5,26,42,27,12,0,,9.5,278.9,24.2,9,11.2,Clear,Clear conditions throughout the day.
40,Al-Taawoun FC,Najran SC,King Abdullah Sport City Stadium,6,5,14,3473,1,0,5,1,0,1,1,1,4,0,11,3,2015,Tuesday,21,1,27,34.2,22,32,22,64.8,0,,7.5,213.3,18.4,8,31.7,Partially cloudy,Partly cloudy throughout the day.
42,Al-Khaleej,Najran SC,Prince Saud bin Jalawi Stadium,7,6,14,220,0,2,1,1,0,2,2,1,3,35,11,7,2015,Saturday,25,1,29.5,33.2,25.3,33.8,25.3,60.7,0,,9.6,171.7,14.7,7,21,Partially cloudy,Partly cloudy throughout the day.
68,Al-Hilal Saudi FC,Najran SC,Prince Faisal bin Fahad Stadium,10,1,13,9079,4,0,13,0,0,3,3,1,6,0,12,4,2015,Friday,22,2,19.7,23,16,23,16,67.3,0,,8.7,184.6,15.8,7,24.1,Partially cloudy,Partly cloudy throughout the day.
87,Al-Raed,Najran SC,King Abdullah Sport City Stadium,13,12,13,2892,1,2,1,2,0,4,3,1,1,15,12,20,2015,Sunday,9,3,15.4,20.2,10.7,20.2,10.7,76.7,0,,10,160.9,13.7,6,25.9,Clear,Clear conditions throughout the day.
97,Al-Ittihad Club (Jeddah),Najran SC,King Abdullah Sports City,14,3,13,21225,4,2,16,0,1,4,6,1,6,30,1,29,2016,Friday,19,4,20.2,26.4,14.7,26.4,14.7,38.8,0,,9.8,230.9,19.9,8,24.4,Clear,Clear conditions throughout the day.
114,Al-Shabab Club (Riyadh),Najran SC,Prince Faisal bin Fahad Stadium,17,5,12,687,3,3,8,2,1,5,6,1,4,30,2,18,2016,Thursday,9,5,15.9,23,8,23,8,28.8,0,,10,266.5,23.1,9,13,Clear,Clear conditions throughout the day.
124,Al-Ahli Saudi FC,Najran SC,King Abdullah Sports City,18,2,10,7144,5,0,16,3,1,6,8,1,6,20,2,27,2016,Saturday,18,5,27.8,32.6,24.3,31,24.3,64.3,0,,10,239.8,20.6,9,19.4,Clear,Partly cloudy throughout the day.
145,Hajer Club,Najran SC,Prince Abdullah bin Jalawi Stadium,21,14,12,281,1,8,7,0,2,6,10,1,5,35,4,3,2016,Sunday,25,6,20.7,27.5,12.2,29.2,12.2,39.3,0,,9.7,317.7,27.3,10,14.8,Clear,Clear conditions throughout the day.
148,Al-Qadsiah FC,Najran SC,Prince Saud bin Jalawi Stadium,22,11,13,1200,2,4,9,4,3,6,12,1,5,40,4,8,2016,Friday,1,7,25.4,30.5,21.1,32.8,21.1,41.3,0,,9.9,271.3,23.6,9,29.1,Partially cloudy,Partly cloudy throughout the day.
162,Al-Faisaly FC,Najran SC,Al Majma'ah Sports City Stadium,24,9,13,96,3,6,15,2,3,7,14,1,6,0,4,22,2016,Friday,15,7,24.7,29.6,20.2,31,20.2,37.9,0,,,184.2,15.9,7,18.4,Partially cloudy,Partly cloudy throughout the day.
174,Al-Fateh,Najran SC,Prince Abdullah bin Jalawi Stadium,25,5,13,282,5,2,13,5,3,7,16,2,8,0,5,8,2016,Sunday,1,8,32.8,43.9,25,43.9,25,21.4,0,,9.1,211.9,18.3,9,37.1,Clear,Clear conditions throughout the day.
10,Al-Qadsiah FC,Al-Nassr Riad,Prince Saud bin Jalawi Stadium,2,5,8,8023,1,0,1,0,0,0,0,0,5,45,8,28,2015,Friday,13,11,39.1,45.7,30.7,45.7,32.1,28,0,,9.3,302.5,26.2,10,41.3,Clear,Clear conditions throughout the day.
26,Al-Ahli Saudi FC,Al-Nassr Riad,King Abdullah Sports City,4,2,7,32453,1,0,2,0,0,0,2,1,7,30,10,18,2015,Sunday,5,1,35,39.5,26,36.6,26,61.3,0,,9.2,188,16.4,6,26.8,Clear,Clear conditions throughout the day.
31,Al-Wehda FC,Al-Nassr Riad,King Abdul Aziz Stadium,5,13,6,6173,0,0,3,2,0,1,4,1,6,15,10,29,2015,Thursday,16,1,32.6,37.1,28.5,35.2,27.4,50.6,0,,10,232.3,20,8,13.6,Clear,Clear conditions throughout the day.
54,Al-Taawoun FC,Al-Nassr Riad,King Abdullah Sport City Stadium,8,4,8,3205,2,0,9,1,1,1,6,1,3,55,11,21,2015,Saturday,9,2,18.7,22,16,22,16,59.1,0,,10,167.5,14.4,7,22.3,Partially cloudy,Partly cloudy throughout the day.
63,Al-Raed,Al-Nassr Riad,King Abdullah Sport City Stadium,10,10,8,8439,1,2,1,1,1,1,9,2,3,50,12,3,2015,Thursday,21,2,18.8,22,17,22,17,98,2.4,['rain'],8.8,93.9,8.1,5,25.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
72,Al-Khaleej,Al-Nassr Riad,Prince Mohamed bin Fahd Stadium,11,6,7,2288,1,2,6,2,1,1,9,3,3,30,12,10,2015,Thursday,28,2,14.2,20.9,6.6,20.9,9.1,48.4,0,,10,182.8,15.7,7,20.1,Clear,Clear conditions throughout the day.
86,Al-Shabab Club (Riyadh),Al-Nassr Riad,King Fahd International Stadium,13,7,6,7871,1,3,4,2,1,1,10,4,6,15,12,19,2015,Saturday,8,3,17.1,24.3,11.8,24.3,11.8,36.4,0,,9.8,158.2,13.7,6,14.4,Partially cloudy,Partly cloudy throughout the day.
91,Hajer Club,Al-Nassr Riad,Prince Abdullah bin Jalawi Stadium,14,14,5,4100,0,6,6,0,1,2,10,4,4,0,1,27,2016,Wednesday,17,4,15.2,21,11,21,11,52,0,,10,160.9,14,6,35.3,Clear,Clear conditions throughout the day.
109,Najran SC,Al-Nassr Riad,Al-Ukhdood Stadium,16,12,6,6421,1,5,7,2,2,2,11,4,6,40,2,11,2016,Thursday,2,5,19.6,26.4,12,27.2,12,33.7,1.1,['rain'],9.8,268.1,23.3,9,14.8,Rain,Clear conditions throughout the day with rain.
129,Al-Faisaly FC,Al-Nassr Riad,Al Majma'ah Sports City Stadium,19,6,8,1000,3,5,12,1,2,3,14,4,4,45,3,5,2016,Saturday,25,5,24.5,30.3,18.9,32.1,18.9,34.4,0,,,241.7,20.9,9,23.8,Partially cloudy,Partly cloudy throughout the day.
133,Al-Hilal Saudi FC,Al-Nassr Riad,King Fahd International Stadium,20,2,9,21824,5,2,19,1,2,3,16,5,6,30,3,10,2016,Thursday,1,6,21.7,27.6,14,29,14,46.4,0,,10,259.2,22.2,9,18.4,Clear,Clear conditions throughout the day.
150,Al-Fateh,Al-Nassr Riad,Prince Abdullah bin Jalawi Stadium,22,5,8,1614,4,2,9,4,2,4,16,5,5,40,4,9,2016,Saturday,2,7,25.3,30,20,32,20,39.4,0,,9.9,299.2,25.7,10,22.3,Partially cloudy,Partly cloudy throughout the day.
171,Al-Ittihad Club (Jeddah),Al-Nassr Riad,King Abdullah Sports City,25,3,8,3970,7,3,28,2,2,5,17,5,8,0,5,8,2016,Sunday,1,8,33.3,37.2,30.3,37,28.4,45,0,,10,322.6,28,10,25.9,Clear,Clear conditions throughout the day.
15,Al-Taawoun FC,Al-Qadsiah FC,King Abdullah Sport City Stadium,3,3,8,3899,0,0,0,1,0,0,0,0,5,45,9,18,2015,Friday,5,12,33.1,39.4,26,41,26,22.2,0,,10,263.4,22.9,9,22.3,Clear,Clear conditions throughout the day.
39,Al-Hilal Saudi FC,Al-Qadsiah FC,King Fahd International Stadium,6,1,11,8585,2,0,5,0,0,1,1,0,3,55,11,3,2015,Tuesday,21,1,24.3,28.8,20.1,29.8,20.1,53.9,0,,8.4,231.2,19.8,8,27.7,Partially cloudy,Becoming cloudy in the afternoon.
44,Al-Ahli Saudi FC,Al-Qadsiah FC,King Abdullah Sports City,7,2,12,16413,2,0,6,0,0,2,1,0,8,0,12,24,2015,Thursday,13,3,23.2,26.5,21,26.5,21,48.8,0,,10,202.2,17.5,7,22.8,Partially cloudy,Partly cloudy throughout the day.
62,Najran SC,Al-Qadsiah FC,Al-Ukhdood Stadium,9,12,11,218,1,3,3,0,0,3,1,0,5,40,11,28,2015,Saturday,16,2,20.4,26.7,14,27.7,14,40.1,0,,10,247.1,21.4,9,14.8,Clear,Clear conditions throughout the day.
64,Al-Wehda FC,Al-Qadsiah FC,King Abdul Aziz Stadium,10,11,12,922,0,2,3,2,0,3,2,1,6,0,12,3,2015,Thursday,21,2,26.6,31.1,24,30.2,24,63.2,0.4,['rain'],9.9,160.3,13.9,6,11.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
81,Al-Khaleej,Al-Qadsiah FC,Prince Saud bin Jalawi Stadium,12,7,11,413,1,2,7,3,0,4,2,1,3,30,12,15,2015,Tuesday,4,3,17.8,21.8,13.3,21.8,13.3,45.2,0,,9.7,176.2,15.3,7,31.5,Clear,Clear conditions throughout the day.
94,Al-Faisaly FC,Al-Qadsiah FC,Al Majma'ah Sports City Stadium,14,8,11,152,1,4,8,1,0,4,2,2,4,15,1,28,2016,Thursday,18,4,5.6,14.4,-2.1,14.4,2.3,58.2,0,,,210.4,18.3,8,22.7,Clear,Clear conditions throughout the day.
98,Al-Nassr Riad,Al-Qadsiah FC,King Fahd International Stadium,15,6,11,2782,2,1,6,2,0,5,2,2,4,20,2,4,2016,Thursday,25,4,12.6,19.1,5.6,19.1,7,40.6,0,,10,233.7,20.1,8,18.4,Clear,Clear conditions throughout the day.
115,Al-Ittihad Club (Jeddah),Al-Qadsiah FC,King Abdullah Sports City,17,3,10,34044,6,2,23,0,0,5,2,3,6,40,2,18,2016,Thursday,9,5,27.6,32.1,23.8,34.5,23.8,25.7,0,,10,258.3,22.4,9,20.5,Clear,Clear conditions throughout the day.
122,Al-Raed,Al-Qadsiah FC,King Abdullah Sport City Stadium,18,13,12,2474,1,5,3,2,0,5,3,4,4,40,2,26,2016,Friday,17,5,22.4,29.4,14.4,30,14.4,48.5,0,,10,132,11.4,5,22.3,Clear,Clear conditions throughout the day.
146,Al-Shabab Club (Riyadh),Al-Qadsiah FC,King Fahd International Stadium,21,5,13,392,5,3,12,2,0,6,4,4,8,0,4,3,2016,Sunday,25,6,20.7,26.3,12,27.3,12,23,0,,9.9,271.5,23.3,10,24.1,Partially cloudy,Partly cloudy throughout the day.
167,Al-Fateh,Al-Qadsiah FC,Prince Abdullah bin Jalawi Stadium,24,5,12,699,5,2,11,4,1,6,6,4,5,45,4,25,2016,Monday,18,7,28.6,35.8,20,39,20,22.5,0,,10,336.1,29,10,14.8,Clear,Clear conditions throughout the day.
180,Hajer Club,Al-Qadsiah FC,Prince Abdullah bin Jalawi Stadium,26,14,11,106,1,11,8,0,1,6,8,5,7,45,5,14,2016,Saturday,7,8,31,37.5,25,41,25,15,0,,9.3,344,29.7,10,40.7,Clear,Clear conditions throughout the day.
9,Hajer Club,Al-Shabab Club (Riyadh),Prince Abdullah bin Jalawi Stadium,2,10,1,684,0,0,0,0,0,0,0,0,5,45,8,28,2015,Friday,13,11,38.1,47,29.7,47,31,20.5,0,,9.3,300.4,25.9,10,38.9,Clear,Clear conditions throughout the day.
25,Najran SC,Al-Shabab Club (Riyadh),King Abdul Aziz Stadium,4,13,3,443,0,1,1,0,1,0,2,0,7,30,10,17,2015,Saturday,4,1,37.1,43.1,30.5,37.5,28.2,56.1,0,,9.5,248.6,21.5,9,18.4,Clear,Clear conditions throughout the day.
32,Al-Fateh,Al-Shabab Club (Riyadh),Prince Abdullah bin Jalawi Stadium,5,8,4,1312,0,1,2,1,2,0,3,0,3,40,10,30,2015,Friday,17,1,28.5,35.3,22.8,37.2,22.8,42.6,0,,10,225.1,19.3,8,18.4,Clear,Clear conditions throughout the day.
52,Al-Qadsiah FC,Al-Shabab Club (Riyadh),Prince Saud bin Jalawi Stadium,8,11,5,272,1,1,5,2,2,0,3,1,3,30,11,21,2015,Saturday,9,2,21,26,17.2,26,17.2,46.3,0,,10,186.3,16.2,7,31.4,Clear,Clear conditions throughout the day.
69,Al-Ittihad Club (Jeddah),Al-Shabab Club (Riyadh),King Abdullah Sports City,10,3,6,22354,1,2,5,0,3,0,4,1,6,0,12,4,2015,Friday,22,2,26.8,32,22.3,31.3,22.3,57.1,0,,10,200.2,17.1,7,24.4,Clear,Clear conditions throughout the day.
76,Al-Wehda FC,Al-Shabab Club (Riyadh),King Abdul Aziz Stadium,11,10,8,1357,1,2,4,2,3,1,5,1,6,0,12,11,2015,Friday,29,2,25.6,29.7,23,29,23,59.7,0,,10,196.8,17,7,10.4,Partially cloudy,Partly cloudy throughout the day.
93,Al-Raed,Al-Shabab Club (Riyadh),King Abdullah Sport City Stadium,14,12,6,2358,1,3,3,2,3,2,6,1,1,45,1,28,2016,Thursday,18,4,5.9,12,-0.5,12,4,75.1,0,,10,207.8,17.9,7,27.7,Partially cloudy,Partly cloudy throughout the day.
105,Al-Khaleej,Al-Shabab Club (Riyadh),Prince Saud bin Jalawi Stadium,16,8,5,473,1,2,7,4,4,2,7,1,4,10,2,10,2016,Wednesday,1,5,13.7,20.9,5.6,20.9,8.3,56.5,0,,10,233,20.1,8,22.6,Clear,Clear conditions throughout the day.
132,Al-Ahli Saudi FC,Al-Shabab Club (Riyadh),King Abdullah Sports City,19,1,5,24101,5,1,17,3,5,2,9,1,6,45,3,6,2016,Sunday,26,5,26.3,30.4,22.5,30.8,22.5,60.7,0,,9.9,261.9,22.5,10,21.1,Partially cloudy,Partly cloudy throughout the day.
136,Al-Taawoun FC,Al-Shabab Club (Riyadh),King Abdullah Sport City Stadium,20,4,5,7001,6,1,24,2,5,3,10,1,6,45,3,11,2016,Friday,2,6,26.2,33.8,19,35.1,19,41.1,0,,9.2,162.7,14.3,6,31.7,Partially cloudy,Partly cloudy throughout the day.
153,Al-Hilal Saudi FC,Al-Shabab Club (Riyadh),King Fahd International Stadium,22,2,6,5175,6,2,21,1,5,4,10,1,8,0,4,9,2016,Saturday,2,7,25.3,29.4,19,31.3,19,28.4,0,,10,310.3,26.7,10,13,Clear,Clear conditions throughout the day.
169,Al-Faisaly FC,Al-Shabab Club (Riyadh),Al Majma'ah Sports City Stadium,25,9,6,63,3,6,17,3,5,4,11,2,8,0,5,8,2016,Sunday,1,8,29.9,37.3,23,39.4,23,31,0,,,284.3,24.6,10,31.7,Partially cloudy,Partly cloudy throughout the day.
178,Al-Nassr Riad,Al-Shabab Club (Riyadh),King Fahd International Stadium,26,8,6,1946,3,2,13,6,5,4,11,3,8,0,5,13,2016,Friday,6,8,30.7,35.9,25.8,39,25.8,13.2,0,,8.2,342.5,29.7,10,29.5,Clear,Clear conditions throughout the day.
4,Al-Nassr Riad,Hajer Club,King Fahd International Stadium,1,7,9,6173,0,0,0,0,0,0,0,0,8,15,8,21,2015,Friday,6,11,35.7,45.1,27.4,45.1,29,8.3,0,,10,326.5,28.1,10,18.4,Clear,Clear conditions throughout the day.
18,Al-Fateh,Hajer Club,Prince Abdullah bin Jalawi Stadium,3,7,10,3218,0,1,1,0,0,0,0,1,5,20,9,19,2015,Saturday,6,12,33.7,44,27.5,44,29.2,12.7,0,,9.4,268.1,23,9,27.7,Clear,Clear conditions throughout the day.
30,Al-Faisaly FC,Hajer Club,Al Majma'ah Sports City Stadium,5,7,11,161,0,1,1,0,0,0,1,2,4,0,10,29,2015,Thursday,16,1,26,31.4,21.1,33.7,21.1,29.6,0,,,186.5,16.1,6,36,Partially cloudy,Partly cloudy throughout the day.
51,Najran SC,Hajer Club,Al-Ukhdood Stadium,8,13,14,46,0,3,1,0,0,1,2,2,6,10,11,20,2015,Friday,8,2,21.3,27,15.2,28.2,15.2,34.8,0,,10,251.2,21.9,9,18.4,Clear,Clear conditions throughout the day.
65,Al-Ahli Saudi FC,Hajer Club,King Abdullah Sports City,10,2,14,29592,3,0,9,1,0,2,2,2,6,0,12,3,2015,Thursday,21,2,26,29.6,23.8,28.8,23.8,65.4,0,,9.9,137.7,11.8,5,22.8,Partially cloudy,Partly cloudy throughout the day.
73,Al-Ittihad Club (Jeddah),Hajer Club,King Abdullah Sports City,11,3,14,11530,2,2,7,0,0,3,2,2,6,0,12,10,2015,Thursday,28,2,26.7,30.6,24,29.8,24,55.3,0,,10,160.9,13.9,6,21.1,Partially cloudy,Partly cloudy throughout the day.
84,Al-Qadsiah FC,Hajer Club,Prince Saud bin Jalawi Stadium,13,11,14,321,2,2,7,2,0,4,2,2,3,30,12,19,2015,Saturday,8,3,19.7,23.2,16.1,23.2,16.1,66.2,0,,8.3,128.8,11.1,5,21.4,Clear,Clear conditions throughout the day.
103,Al-Shabab Club (Riyadh),Hajer Club,King Fahd International Stadium,15,5,14,491,2,3,5,2,0,4,3,3,4,20,2,6,2016,Saturday,27,4,14.4,23,5,23,5,26.4,0,,10,249.6,21.5,9,22.3,Clear,Clear conditions throughout the day.
116,Al-Khaleej,Hajer Club,Prince Saud bin Jalawi Stadium,17,9,14,375,1,3,8,4,0,5,4,3,4,15,2,20,2016,Saturday,11,5,20.7,26.6,13.1,27.8,13.1,41.4,0,,9.6,248.9,21.6,9,23.3,Clear,Clear conditions throughout the day.
127,Al-Wehda FC,Hajer Club,King Abdul Aziz Stadium,19,10,14,1056,2,4,7,3,1,5,5,3,6,45,3,4,2016,Friday,24,5,31.7,38.6,26,34.7,26,61.2,0,,10,241.7,20.7,9,20.8,Clear,Clear conditions throughout the day.
138,Al-Raed,Hajer Club,King Abdullah Sport City Stadium,20,12,14,1474,2,5,5,2,1,6,5,3,4,50,3,12,2016,Saturday,3,6,23.8,28.6,19,29,19,42.7,0,,10,188.9,16.3,7,14.8,Partially cloudy,Partly cloudy throughout the day.
